model_name,model_family,template_type,language,response_language,question_key,response_pro_score
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f144_02,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f120,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f120,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f118,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c002_01,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f144_02,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e235,0.7777777777777778
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_13,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_05,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e116,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d059,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e235,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_20,0.25
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d054,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f118,0.9
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_08,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_05,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d054,0.8333333333333334
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_13,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_20,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d054,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c002_01,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_08,0.4285714285714285
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d060,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d059,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d060,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d059,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e116,0.2
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e233b,0.125
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e116,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c002_01,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e069_20,0.5714285714285714
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d060,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c002_01,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d060,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,0.25
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f132,0.8333333333333334
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.9
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.25
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.1111111111111111
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.5714285714285714
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,0.875
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.8571428571428571
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.75
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.9
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.4444444444444444
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.8888888888888888
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.75
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h010,0.1111111111111111
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e028,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.7
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.875
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.4285714285714285
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,h011,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f132,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f028,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e227,0.75
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,d026_03,0.9
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e035,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.7142857142857143
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e265_01,0.5714285714285714
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.5714285714285714
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f117,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f117,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.4285714285714285
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.375
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.25
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.2
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e265_01,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f117,0.125
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e290,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.2857142857142857
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.75
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e265_01,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.7142857142857143
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.5714285714285714
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.2
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f117,0.1
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e265_01,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,c001_01,0.375
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e290,0.4848484848484848
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.2
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.8571428571428571
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f116,0.2857142857142857
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e225,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f115,0.1666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,f114a,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,da,da,e117,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.7
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.3
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.2222222222222222
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.2857142857142857
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.2
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f118,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.4444444444444444
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.3
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.25
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.9
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,0.8
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f118,0.8888888888888888
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e236,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.375
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.75
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.375
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.3
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.4444444444444444
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.5555555555555556
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.4444444444444444
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,0.4444444444444444
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_20,0.75
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.2222222222222222
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.4444444444444444
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,0.5714285714285714
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.375
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.5555555555555556
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f118,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.7142857142857143
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,0.75
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.9
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.8571428571428571
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e226,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e228,0.25
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d059,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d059,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.375
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.5555555555555556
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.4444444444444444
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f120,0.7777777777777778
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e235,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_08,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.2857142857142857
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.75
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.2857142857142857
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,0.8888888888888888
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_20,0.7
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,0.7777777777777778
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d059,0.375
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d060,0.2
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f121,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f144_02,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_13,0.25
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_05,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e233b,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d059,0.1
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_20,0.6666666666666666
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d054,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f028,0.4
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e028,0.25
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,h010,0.3
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f028,0.2
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f132,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f132,0.5555555555555556
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_04,0.3
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e028,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,h011,0.2
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,h011,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f028,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e028,0.375
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_04,0.375
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,h011,0.3
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,h010,0.2
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e028,0.5714285714285714
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,h011,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_04,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e028,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e035,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d026_03,0.2222222222222222
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_04,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,d026_03,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e069_04,1.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e028,0.625
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e035,0.6
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e028,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f028,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,h011,0.0
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e028,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,f132,0.3333333333333333
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,h010,0.5
OLMo-2-1124-7B-Instruct,olmo,survey_hypothetical,en,en,e035,0.3333333333333333
